lat,lon,value,geometry
-38.01959683466651,144.92408398725541,48,POINT (144.92408398725541 -38.01959683466651)
-37.88220694192228,144.8998215776364,89,POINT (144.8998215776364 -37.88220694192228)
-37.99869613079937,145.01494812520892,94,POINT (145.01494812520892 -37.99869613079937)
-37.963157693678156,144.86877745424482,14,POINT (144.86877745424482 -37.963157693678156)
-38.0769285647993,144.7657115997692,55,POINT (144.7657115997692 -38.0769285647993)
-37.89372911679741,145.1670323247392,49,POINT (145.1670323247392 -37.89372911679741)
-37.91482431978927,145.1344126319901,72,POINT (145.1344126319901 -37.91482431978927)
-37.92450035629914,145.10333873713526,49,POINT (145.10333873713526 -37.92450035629914)
-37.89303170551122,145.03170229222346,21,POINT (145.03170229222346 -37.89303170551122)
-37.95366629370471,145.12107361257233,84,POINT (145.12107361257233 -37.95366629370471)
-37.947721709694065,145.19724224672953,98,POINT (145.19724224672953 -37.947721709694065)
-37.98042586891612,145.03502052823993,8,POINT (145.03502052823993 -37.98042586891612)
-37.998904133375284,145.04802387445082,63,POINT (145.04802387445082 -37.998904133375284)
-37.908477886171916,145.05940889515273,25,POINT (145.05940889515273 -37.908477886171916)
-38.0166449968583,144.9949142060774,98,POINT (144.9949142060774 -38.0166449968583)
-37.85522513180333,145.36336686751756,40,POINT (145.36336686751756 -37.85522513180333)
-37.71131318432931,145.0759738324881,45,POINT (145.0759738324881 -37.71131318432931)
-37.87212555836165,145.16498286804003,6,POINT (145.16498286804003 -37.87212555836165)
-37.868466056200816,145.09013289212754,88,POINT (145.09013289212754 -37.868466056200816)
-37.91436008702258,144.85103598912025,7,POINT (144.85103598912025 -37.91436008702258)
-37.98982818380039,145.07719059626538,89,POINT (145.07719059626538 -37.98982818380039)
-37.88269684805823,145.0690287337016,64,POINT (145.0690287337016 -37.88269684805823)
-37.93957348175433,145.01162190748695,15,POINT (145.01162190748695 -37.93957348175433)
-38.11160518825571,144.90878805715937,83,POINT (144.90878805715937 -38.11160518825571)
-37.85519543527089,145.40440541580463,59,POINT (145.40440541580463 -37.85519543527089)
-37.86131258682912,145.21049620944623,99,POINT (145.21049620944623 -37.86131258682912)
-37.90035062436005,145.1753353225786,40,POINT (145.1753353225786 -37.90035062436005)
-37.962626680482806,144.90255104285342,67,POINT (144.90255104285342 -37.962626680482806)
-37.87505903948,144.90404512618593,5,POINT (144.90404512618593 -37.87505903948)
-38.13515274490174,144.70268750021194,11,POINT (144.70268750021194 -38.13515274490174)
-37.84564318871264,144.91368858384132,20,POINT (144.91368858384132 -37.84564318871264)
-37.83660572671327,144.87729778005735,40,POINT (144.87729778005735 -37.83660572671327)
-37.9770816809528,144.98951630402425,11,POINT (144.98951630402425 -37.9770816809528)
-38.02810919390481,145.05513682378006,36,POINT (145.05513682378006 -38.02810919390481)
-37.96425610471977,144.99778061374417,10,POINT (144.99778061374417 -37.96425610471977)
-37.853191099941654,144.78139576913404,53,POINT (144.78139576913404 -37.853191099941654)
-38.063335802221374,145.06962596709332,31,POINT (145.06962596709332 -38.063335802221374)
-37.96695363481695,144.7694456227226,55,POINT (144.7694456227226 -37.96695363481695)
-38.02803809216807,145.09048191238983,30,POINT (145.09048191238983 -38.02803809216807)
-37.866489489837555,144.8745751487053,55,POINT (144.8745751487053 -37.866489489837555)
-37.81204747685305,144.68429823509038,6,POINT (144.68429823509038 -37.81204747685305)
-37.901905887258025,144.77488714773258,61,POINT (144.77488714773258 -37.901905887258025)
-37.88513198283433,145.10569338453715,65,POINT (145.10569338453715 -37.88513198283433)
-38.03269530546564,145.14733268743512,46,POINT (145.14733268743512 -38.03269530546564)
-37.760024034147975,144.7535065066428,58,POINT (144.7535065066428 -37.760024034147975)
-37.9157909297165,145.06122208434832,58,POINT (145.06122208434832 -37.9157909297165)
-37.85439722807856,144.92619553214368,27,POINT (144.92619553214368 -37.85439722807856)
-37.88618775078943,144.9312056327003,99,POINT (144.9312056327003 -37.88618775078943)
-37.73140172796802,144.93545545801356,92,POINT (144.93545545801356 -37.73140172796802)
-37.875953706482306,145.05554024049667,90,POINT (145.05554024049667 -37.875953706482306)
-37.988782012453875,144.98052527538744,33,POINT (144.98052527538744 -37.988782012453875)
-37.91936144670425,145.11880305192932,65,POINT (145.11880305192932 -37.91936144670425)
-38.00761158001632,144.72623337876942,62,POINT (144.72623337876942 -38.00761158001632)
-37.90543226994606,145.0461649776787,41,POINT (145.0461649776787 -37.90543226994606)
-37.7815468171054,144.9135925319827,88,POINT (144.9135925319827 -37.7815468171054)
-37.73932572362632,144.78290345617717,42,POINT (144.78290345617717 -37.73932572362632)
-37.87488646704625,144.8593569015014,73,POINT (144.8593569015014 -37.87488646704625)
-38.000858411005375,145.2822889501894,70,POINT (145.2822889501894 -38.000858411005375)
-37.94477273326801,145.14183803757294,44,POINT (145.14183803757294 -37.94477273326801)
-37.9196958193279,144.90209150945756,6,POINT (144.90209150945756 -37.9196958193279)
-37.851058175321405,144.8954431732911,62,POINT (144.8954431732911 -37.851058175321405)
-37.998097834257514,144.83752746401348,44,POINT (144.83752746401348 -37.998097834257514)
-37.91730303774428,144.89416856692014,46,POINT (144.89416856692014 -37.91730303774428)
-37.83648565806642,144.99159281354974,51,POINT (144.99159281354974 -37.83648565806642)
-37.90939896608488,144.96729765039663,74,POINT (144.96729765039663 -37.90939896608488)
-38.00141887393451,144.9147246042264,53,POINT (144.9147246042264 -38.00141887393451)
-37.9545460656961,144.87866011682115,10,POINT (144.87866011682115 -37.9545460656961)
-37.81677028887365,144.81807416212246,15,POINT (144.81807416212246 -37.81677028887365)
-37.8047026938293,145.0064610590608,2,POINT (145.0064610590608 -37.8047026938293)
-37.94188342142058,144.90085826847374,80,POINT (144.90085826847374 -37.94188342142058)
-37.954939768796905,144.77263314435714,14,POINT (144.77263314435714 -37.954939768796905)
-37.90443775567816,144.91956988116934,7,POINT (144.91956988116934 -37.90443775567816)
-37.890455145238256,144.91194088766218,43,POINT (144.91194088766218 -37.890455145238256)
-37.97468864681792,145.36188098412748,72,POINT (145.36188098412748 -37.97468864681792)
-38.07276551673889,144.89012952725736,28,POINT (144.89012952725736 -38.07276551673889)
-38.07771173226385,145.1875687766135,16,POINT (145.1875687766135 -38.07771173226385)
-37.76151714871017,144.74792330565455,89,POINT (144.74792330565455 -37.76151714871017)
-37.84766500866271,145.08966448192916,57,POINT (145.08966448192916 -37.84766500866271)
-37.952485895455496,144.99381806502774,32,POINT (144.99381806502774 -37.952485895455496)
-37.81533254652548,144.6943361082505,61,POINT (144.6943361082505 -37.81533254652548)
-37.88563098857026,144.53083501762626,36,POINT (144.53083501762626 -37.88563098857026)
-37.89562530290706,144.91448812495958,27,POINT (144.91448812495958 -37.89562530290706)
-37.86266207728237,145.0868378816026,88,POINT (145.0868378816026 -37.86266207728237)
-37.88761030894566,145.26096069926237,83,POINT (145.26096069926237 -37.88761030894566)
-37.91281686023239,144.81161870087556,17,POINT (144.81161870087556 -37.91281686023239)
-37.994866970539384,145.11614187077453,1,POINT (145.11614187077453 -37.994866970539384)
-37.8645559839544,144.55736737042264,64,POINT (144.55736737042264 -37.8645559839544)
-37.8348616347264,145.14777563585434,87,POINT (145.14777563585434 -37.8348616347264)
-37.8465349076476,145.0161657763215,97,POINT (145.0161657763215 -37.8465349076476)
-37.97548879762403,144.96457379911774,77,POINT (144.96457379911774 -37.97548879762403)
-37.997838955265365,144.8854658614902,86,POINT (144.8854658614902 -37.997838955265365)
-37.94071590991578,145.15035730196934,43,POINT (145.15035730196934 -37.94071590991578)
-37.71781584436171,144.81266709572364,27,POINT (144.81266709572364 -37.71781584436171)
-38.04170612267338,144.75095615498307,97,POINT (144.75095615498307 -38.04170612267338)
-38.00833396371494,144.74079686376612,98,POINT (144.74079686376612 -38.00833396371494)
-37.848465800882416,145.18199162138978,59,POINT (145.18199162138978 -37.848465800882416)
-38.090842054833985,145.01309782839502,18,POINT (145.01309782839502 -38.090842054833985)
-37.85610722702969,145.2096194198757,33,POINT (145.2096194198757 -37.85610722702969)
-38.02749479145702,145.03598877149935,12,POINT (145.03598877149935 -38.02749479145702)
-37.89726349088098,144.9519860195067,41,POINT (144.9519860195067 -37.89726349088098)
-37.81227270407821,145.1218912445177,72,POINT (145.1218912445177 -37.81227270407821)
-37.84314695182045,144.89122457461818,42,POINT (144.89122457461818 -37.84314695182045)
-37.786212343074226,145.05971061905313,7,POINT (145.05971061905313 -37.786212343074226)
-37.87995389480636,145.03667940318712,78,POINT (145.03667940318712 -37.87995389480636)
-37.94622295434457,144.9520893333607,8,POINT (144.9520893333607 -37.94622295434457)
-37.845659949021055,144.7740258332666,44,POINT (144.7740258332666 -37.845659949021055)
-38.000203163715575,144.8649481932048,86,POINT (144.8649481932048 -38.000203163715575)
-37.85768648454154,145.20179599513958,22,POINT (145.20179599513958 -37.85768648454154)
-37.95424593004375,144.84553655480065,80,POINT (144.84553655480065 -37.95424593004375)
-37.973787263017385,144.95116234820145,0,POINT (144.95116234820145 -37.973787263017385)
-37.804454666586736,144.7830108681126,60,POINT (144.7830108681126 -37.804454666586736)
-37.99320044085928,145.26565400409396,94,POINT (145.26565400409396 -37.99320044085928)
-37.9957313132239,145.33648788704681,80,POINT (145.33648788704681 -37.9957313132239)
-37.89078135111438,144.99626494191858,21,POINT (144.99626494191858 -37.89078135111438)
-37.75823428001831,144.76039489100725,31,POINT (144.76039489100725 -37.75823428001831)
-37.87458165687556,144.8996722780255,4,POINT (144.8996722780255 -37.87458165687556)
-38.03733754419783,145.01467122544167,12,POINT (145.01467122544167 -38.03733754419783)
-37.839337165999616,144.7198385010903,79,POINT (144.7198385010903 -37.839337165999616)
-38.06121625098161,144.67619068153616,60,POINT (144.67619068153616 -38.06121625098161)
-37.94810510891288,145.0956257612017,7,POINT (145.0956257612017 -37.94810510891288)
-37.93345598699573,144.9248529519569,93,POINT (144.9248529519569 -37.93345598699573)
-37.80033422581419,145.26187599230244,57,POINT (145.26187599230244 -37.80033422581419)
-37.83463400126718,144.90096124989748,4,POINT (144.90096124989748 -37.83463400126718)
-37.85907665438949,144.90566662879976,46,POINT (144.90566662879976 -37.85907665438949)
-37.83503567286641,144.97790258526385,39,POINT (144.97790258526385 -37.83503567286641)
-37.98980686894472,144.8059880794298,74,POINT (144.8059880794298 -37.98980686894472)
-37.859635353570624,144.9875022298639,24,POINT (144.9875022298639 -37.859635353570624)
-37.985729678563686,144.93732183584956,10,POINT (144.93732183584956 -37.985729678563686)
-37.829074444735554,145.11316023728227,45,POINT (145.11316023728227 -37.829074444735554)
-37.885789288245796,145.26621273024048,49,POINT (145.26621273024048 -37.885789288245796)
-38.06604868625916,145.32891874906633,6,POINT (145.32891874906633 -38.06604868625916)
-37.95242957972798,145.0296805627723,13,POINT (145.0296805627723 -37.95242957972798)
-37.92736840882003,144.9489459712179,22,POINT (144.9489459712179 -37.92736840882003)
-38.01571614659938,144.98726766134413,22,POINT (144.98726766134413 -38.01571614659938)
-37.94201011804306,145.15169572522308,83,POINT (145.15169572522308 -37.94201011804306)
-37.96191500357925,144.77085141705956,25,POINT (144.77085141705956 -37.96191500357925)
-37.896214376325005,145.30260560680736,31,POINT (145.30260560680736 -37.896214376325005)
-37.79847708112881,144.8516739016734,15,POINT (144.8516739016734 -37.79847708112881)
-37.818984675589924,145.1155025622784,6,POINT (145.1155025622784 -37.818984675589924)
-37.856810474473576,144.893359872911,97,POINT (144.893359872911 -37.856810474473576)
-37.92692381156433,144.73380781445132,63,POINT (144.73380781445132 -37.92692381156433)
-37.84059021525741,144.93621353642993,43,POINT (144.93621353642993 -37.84059021525741)
-38.00272398903345,144.9876898138101,68,POINT (144.9876898138101 -38.00272398903345)
-37.81343401212679,144.80609057529864,39,POINT (144.80609057529864 -37.81343401212679)
-37.809216978898775,145.08575662689273,24,POINT (145.08575662689273 -37.809216978898775)
-37.81182513160833,145.13081655394512,93,POINT (145.13081655394512 -37.81182513160833)
-37.96640861600018,145.0010511819237,47,POINT (145.0010511819237 -37.96640861600018)
-38.01711647210945,144.72882332925332,48,POINT (144.72882332925332 -38.01711647210945)
-37.85672320598466,145.2567069778164,4,POINT (145.2567069778164 -37.85672320598466)
-37.86985546228579,145.08841566660624,37,POINT (145.08841566660624 -37.86985546228579)
-38.01970212772341,144.9571432368715,55,POINT (144.9571432368715 -38.01970212772341)
-37.92393213531765,145.15796311614602,34,POINT (145.15796311614602 -37.92393213531765)
-37.98800849564585,145.14110138633814,74,POINT (145.14110138633814 -37.98800849564585)
-37.84059227366784,144.93898068925552,47,POINT (144.93898068925552 -37.84059227366784)
-37.936328897115665,144.69690581389162,51,POINT (144.69690581389162 -37.936328897115665)
-37.95292019667195,144.74866077152063,17,POINT (144.74866077152063 -37.95292019667195)
-37.929082057407264,145.00177276380109,9,POINT (145.00177276380109 -37.929082057407264)
-38.07033436574296,145.09362486521738,92,POINT (145.09362486521738 -38.07033436574296)
-37.902561046308655,145.0497213066938,3,POINT (145.0497213066938 -37.902561046308655)
-38.00519665975381,144.76724136891778,71,POINT (144.76724136891778 -38.00519665975381)
-37.97714271404355,145.12534839035197,35,POINT (145.12534839035197 -37.97714271404355)
-37.91458175703221,144.87013504492683,42,POINT (144.87013504492683 -37.91458175703221)
-37.92244557225098,144.87592229023593,67,POINT (144.87592229023593 -37.92244557225098)
-38.00433745773081,144.93276118739143,1,POINT (144.93276118739143 -38.00433745773081)
-37.73105512738607,145.09312475267836,15,POINT (145.09312475267836 -37.73105512738607)
-37.9401462664747,145.12264645844718,39,POINT (145.12264645844718 -37.9401462664747)
-37.8036022705453,144.91758468373834,17,POINT (144.91758468373834 -37.8036022705453)
-37.868842555844466,144.90335186699133,97,POINT (144.90335186699133 -37.868842555844466)
-37.93339166611446,145.04165332089352,70,POINT (145.04165332089352 -37.93339166611446)
-37.861701221707364,145.12352718292473,55,POINT (145.12352718292473 -37.861701221707364)
-38.016928909228874,145.09236961690627,21,POINT (145.09236961690627 -38.016928909228874)
-37.91359167530544,145.275332121187,90,POINT (145.275332121187 -37.91359167530544)
-37.8422322461144,144.99528942861934,30,POINT (144.99528942861934 -37.8422322461144)
-37.794201578209936,144.90469489917146,27,POINT (144.90469489917146 -37.794201578209936)
-38.14090464299284,145.12172034637157,14,POINT (145.12172034637157 -38.14090464299284)
-37.75494820158401,145.0043860166842,90,POINT (145.0043860166842 -37.75494820158401)
-37.81544580896233,145.04130416135052,33,POINT (145.04130416135052 -37.81544580896233)
-38.03607853750658,144.9422283078821,10,POINT (144.9422283078821 -38.03607853750658)
-38.01527486001233,145.27131195263271,55,POINT (145.27131195263271 -38.01527486001233)
-38.00561162924048,144.74297470694012,58,POINT (144.74297470694012 -38.00561162924048)
-37.99114617511599,145.051258196367,84,POINT (145.051258196367 -37.99114617511599)
-38.03107018368795,144.90221772610033,73,POINT (144.90221772610033 -38.03107018368795)
-37.93642006447391,144.99554654998835,52,POINT (144.99554654998835 -37.93642006447391)
-37.979385820744,145.12685382960274,96,POINT (145.12685382960274 -37.979385820744)
-37.92304564624123,144.527735790627,78,POINT (144.527735790627 -37.92304564624123)
-37.987199388469485,144.9357989135385,53,POINT (144.9357989135385 -37.987199388469485)
-37.952254309958555,144.84565732224507,22,POINT (144.84565732224507 -37.952254309958555)
-37.86474143576155,145.00686259098853,78,POINT (145.00686259098853 -37.86474143576155)
-37.938340544046795,144.92810278910602,20,POINT (144.92810278910602 -37.938340544046795)
-37.82822767982945,144.93132636213073,23,POINT (144.93132636213073 -37.82822767982945)
-37.94566495716909,145.17205726506313,4,POINT (145.17205726506313 -37.94566495716909)
-37.89222816944058,144.80548864863513,7,POINT (144.80548864863513 -37.89222816944058)
-37.80341654494746,145.12726285409946,20,POINT (145.12726285409946 -37.80341654494746)
-37.82006483658976,145.00814175098674,84,POINT (145.00814175098674 -37.82006483658976)
-37.79067859626693,145.22008635178315,40,POINT (145.22008635178315 -37.79067859626693)
-37.960013696791776,144.79280099201193,19,POINT (144.79280099201193 -37.960013696791776)
-37.88748780397232,145.0626382817113,2,POINT (145.0626382817113 -37.88748780397232)
-38.04180944303813,145.0667209723256,3,POINT (145.0667209723256 -38.04180944303813)
-37.9121003437479,145.1867283106903,1,POINT (145.1867283106903 -37.9121003437479)
-37.840443713570245,145.32570672676036,38,POINT (145.32570672676036 -37.840443713570245)
-37.93194831136312,144.81685180319033,23,POINT (144.81685180319033 -37.93194831136312)
-37.96169985912776,145.28278000336138,28,POINT (145.28278000336138 -37.96169985912776)
-38.183866546143676,145.09134437744962,0,POINT (145.09134437744962 -38.183866546143676)
-38.02476627445095,145.09806785606452,6,POINT (145.09806785606452 -38.02476627445095)
-38.030151055860436,144.98355833398801,71,POINT (144.98355833398801 -38.030151055860436)
-37.95988863380741,145.36877303822058,83,POINT (145.36877303822058 -37.95988863380741)
-37.99071800874009,144.92538700350994,93,POINT (144.92538700350994 -37.99071800874009)
-37.99635257073197,144.79031835617377,99,POINT (144.79031835617377 -37.99635257073197)
-37.85591755713672,145.2592755015904,54,POINT (145.2592755015904 -37.85591755713672)
-37.84638824127583,145.1488881654813,66,POINT (145.1488881654813 -37.84638824127583)
-37.86076516828797,144.83156166121887,42,POINT (144.83156166121887 -37.86076516828797)
-37.98796003414519,144.91572210614402,52,POINT (144.91572210614402 -37.98796003414519)
-37.82889489130866,144.90613581514788,71,POINT (144.90613581514788 -37.82889489130866)
-37.917011351978246,145.0848710949857,63,POINT (145.0848710949857 -37.917011351978246)
-37.84690900714095,145.20655042732122,86,POINT (145.20655042732122 -37.84690900714095)
-38.024369521317674,145.11140112239488,34,POINT (145.11140112239488 -38.024369521317674)
-37.9459081569919,145.11114829338686,76,POINT (145.11114829338686 -37.9459081569919)
-37.95700191080254,145.13217389021443,39,POINT (145.13217389021443 -37.95700191080254)
-37.94144672252207,145.20916473530932,25,POINT (145.20916473530932 -37.94144672252207)
-37.94143737191378,145.17186520187147,81,POINT (145.17186520187147 -37.94143737191378)
-37.85612317370774,144.7429776215778,90,POINT (144.7429776215778 -37.85612317370774)
-37.97682480650113,144.65398237012022,70,POINT (144.65398237012022 -37.97682480650113)
-37.941009585538644,144.90206953330483,38,POINT (144.90206953330483 -37.941009585538644)
-37.988049404313045,144.86359500625775,32,POINT (144.86359500625775 -37.988049404313045)
-37.83733398145458,145.3576841183389,28,POINT (145.3576841183389 -37.83733398145458)
-37.91350222427736,145.1046768092455,50,POINT (145.1046768092455 -37.91350222427736)
-37.88006901555772,145.0077757832318,28,POINT (145.0077757832318 -37.88006901555772)
-37.8613264888693,145.00094956790304,35,POINT (145.00094956790304 -37.8613264888693)
-37.879042369530886,144.77587873325368,18,POINT (144.77587873325368 -37.879042369530886)
-37.792196726042945,144.88408015622255,35,POINT (144.88408015622255 -37.792196726042945)
-37.99362844352415,145.25772664057385,13,POINT (145.25772664057385 -37.99362844352415)
-37.753728601184676,145.03388377295423,44,POINT (145.03388377295423 -37.753728601184676)
-37.80067121955689,144.83700131169763,28,POINT (144.83700131169763 -37.80067121955689)
-37.8833602709001,144.78148239654985,30,POINT (144.78148239654985 -37.8833602709001)
-37.84914490965798,145.3173849034426,13,POINT (145.3173849034426 -37.84914490965798)
-37.91052715799249,144.76596207802996,44,POINT (144.76596207802996 -37.91052715799249)
-38.06333530761824,144.67180134104592,53,POINT (144.67180134104592 -38.06333530761824)
-38.11837336885944,145.30131260441647,31,POINT (145.30131260441647 -38.11837336885944)
-37.97051456390406,144.9355258590852,76,POINT (144.9355258590852 -37.97051456390406)
-38.000270229740636,144.69554879261713,83,POINT (144.69554879261713 -38.000270229740636)
-37.93662835656854,144.93208278798053,55,POINT (144.93208278798053 -37.93662835656854)
-37.829453726936414,145.07722225346222,40,POINT (145.07722225346222 -37.829453726936414)
-37.95955585742486,145.18357644730818,43,POINT (145.18357644730818 -37.95955585742486)
-38.10018898815505,144.99222165259096,41,POINT (144.99222165259096 -38.10018898815505)
-38.029330509145424,145.1051293391847,31,POINT (145.1051293391847 -38.029330509145424)
-37.98308410043863,145.0537051664347,46,POINT (145.0537051664347 -37.98308410043863)
-37.808735880228575,144.7428463278389,65,POINT (144.7428463278389 -37.808735880228575)
-37.85234960456569,144.6881167939857,9,POINT (144.6881167939857 -37.85234960456569)
-38.035247708626756,145.16107773789892,52,POINT (145.16107773789892 -38.035247708626756)
-37.91241440396954,144.97331411675205,47,POINT (144.97331411675205 -37.91241440396954)
-38.00554758906756,145.1647138837195,94,POINT (145.1647138837195 -38.00554758906756)
-37.84437512381834,144.99519416274669,30,POINT (144.99519416274669 -37.84437512381834)
-37.65691196492468,145.1788531940832,55,POINT (145.1788531940832 -37.65691196492468)
-37.81740314864517,144.96813385438665,41,POINT (144.96813385438665 -37.81740314864517)
-37.82560075816274,145.06545853703244,39,POINT (145.06545853703244 -37.82560075816274)
-37.90511496824947,144.7584892383005,96,POINT (144.7584892383005 -37.90511496824947)
-37.82598239640295,145.25111820221463,83,POINT (145.25111820221463 -37.82598239640295)
-37.80731870237593,144.8493974211,65,POINT (144.8493974211 -37.80731870237593)
-38.051046668794655,144.9762078754207,86,POINT (144.9762078754207 -38.051046668794655)
-37.952880151339535,145.12410058572866,56,POINT (145.12410058572866 -37.952880151339535)
-37.91281223987699,145.05032844240532,29,POINT (145.05032844240532 -37.91281223987699)
-37.888760710809194,145.3415690093705,46,POINT (145.3415690093705 -37.888760710809194)
-37.73815004858088,144.85372498782846,0,POINT (144.85372498782846 -37.73815004858088)
-37.833458487979954,144.94020864497867,23,POINT (144.94020864497867 -37.833458487979954)
-38.01922548489263,145.19994891377405,77,POINT (145.19994891377405 -38.01922548489263)
-37.99230954867997,145.1187118086065,0,POINT (145.1187118086065 -37.99230954867997)
-37.84804805243949,144.91714363657078,9,POINT (144.91714363657078 -37.84804805243949)
-37.89220254067555,145.15620065322187,63,POINT (145.15620065322187 -37.89220254067555)
-37.81999218635398,144.83945469083682,78,POINT (144.83945469083682 -37.81999218635398)
-37.81247196226416,144.8474214242347,91,POINT (144.8474214242347 -37.81247196226416)
-37.94608271505749,145.37200348382865,11,POINT (145.37200348382865 -37.94608271505749)
-37.802673492199524,144.95715764195367,35,POINT (144.95715764195367 -37.802673492199524)
-37.90115077250097,144.8663543541887,53,POINT (144.8663543541887 -37.90115077250097)
-37.983466259654726,144.94645593433472,18,POINT (144.94645593433472 -37.983466259654726)
-37.882545340095746,145.11694192822685,13,POINT (145.11694192822685 -37.882545340095746)
-37.72339680528318,144.625456560577,24,POINT (144.625456560577 -37.72339680528318)
-38.003872407516106,144.9575035460719,45,POINT (144.9575035460719 -38.003872407516106)
-37.99545580831447,144.87324778273683,37,POINT (144.87324778273683 -37.99545580831447)
-37.95716837214777,144.95455382453528,78,POINT (144.95455382453528 -37.95716837214777)
-37.865928442844954,145.37542783372783,44,POINT (145.37542783372783 -37.865928442844954)
-37.953490772436474,144.89758089173608,14,POINT (144.89758089173608 -37.953490772436474)
-38.00710792427765,145.03693241288153,23,POINT (145.03693241288153 -38.00710792427765)
-37.835079629914134,144.97254323132972,48,POINT (144.97254323132972 -37.835079629914134)
-37.97681442963211,144.9314705229486,87,POINT (144.9314705229486 -37.97681442963211)
-37.88519841996932,144.9446275652282,30,POINT (144.9446275652282 -37.88519841996932)
-38.05616386803523,145.1043383921834,0,POINT (145.1043383921834 -38.05616386803523)
-37.923821382261664,145.33733694628998,53,POINT (145.33733694628998 -37.923821382261664)
-37.90135669896217,145.1907684901397,0,POINT (145.1907684901397 -37.90135669896217)
-37.86627091697786,144.91499686458047,29,POINT (144.91499686458047 -37.86627091697786)
-37.8806901907446,145.0722820537355,7,POINT (145.0722820537355 -37.8806901907446)
-37.950582527141435,145.09313603063782,23,POINT (145.09313603063782 -37.950582527141435)
-37.88295320027656,145.02581318488546,88,POINT (145.02581318488546 -37.88295320027656)
-38.042206766831576,145.07285545520463,63,POINT (145.07285545520463 -38.042206766831576)
-38.04661017427358,145.16398247945688,37,POINT (145.16398247945688 -38.04661017427358)
-37.887992560396384,145.19151161344925,23,POINT (145.19151161344925 -37.887992560396384)
-38.00241908437763,145.14606217313732,73,POINT (145.14606217313732 -38.00241908437763)
-37.84500700266492,145.01521578947577,26,POINT (145.01521578947577 -37.84500700266492)
-38.060211101255256,145.07403325620817,59,POINT (145.07403325620817 -38.060211101255256)
-38.087929968079564,145.13939891078752,11,POINT (145.13939891078752 -38.087929968079564)
-37.882584141829255,144.61931972384943,83,POINT (144.61931972384943 -37.882584141829255)
-37.91538590026561,145.1207384749972,90,POINT (145.1207384749972 -37.91538590026561)
-38.008665734877134,144.64776811151452,76,POINT (144.64776811151452 -38.008665734877134)
-38.10170560552927,145.14724512228884,24,POINT (145.14724512228884 -38.10170560552927)
-37.93240550193905,145.09695198475194,35,POINT (145.09695198475194 -37.93240550193905)
-37.788187881498594,145.19484541804326,82,POINT (145.19484541804326 -37.788187881498594)
-37.970038376311784,145.25307544042838,78,POINT (145.25307544042838 -37.970038376311784)
-37.98146783266488,145.00230657346592,11,POINT (145.00230657346592 -37.98146783266488)
-37.892268129437944,145.44120348450073,68,POINT (145.44120348450073 -37.892268129437944)
-37.857467201266076,145.09078723185098,91,POINT (145.09078723185098 -37.857467201266076)
-37.736765585579185,144.73990074770154,42,POINT (144.73990074770154 -37.736765585579185)
-37.88403233869678,145.02032718156656,41,POINT (145.02032718156656 -37.88403233869678)
-38.013938457548456,144.82183602734412,7,POINT (144.82183602734412 -38.013938457548456)
-37.864610196355976,144.88660240646402,31,POINT (144.88660240646402 -37.864610196355976)
-37.975162733183005,145.19558463410206,30,POINT (145.19558463410206 -37.975162733183005)
-37.998400064848305,144.81082229186427,41,POINT (144.81082229186427 -37.998400064848305)
-37.844170658132796,144.78891890856758,67,POINT (144.78891890856758 -37.844170658132796)
-38.00289458644909,144.92116553406123,66,POINT (144.92116553406123 -38.00289458644909)
